Exam,Section,Section Position,Question_Number,Question_Difficulty,question_type,ans,Tag_Category,Tag_Group,Tag
College Board Test 8,mathC,4,10,m,mc,C,Problem Solving/Data,Investigate Key Features of Graph/Data ,
College Board Test 8,mathC,4,11,e,mc,B,Problem Solving/Data,"Ratios, Rates, Proportions, Scale",
College Board Test 8,mathC,4,12,m,mc,C,Heart of Algebra,Build Linear Models,
College Board Test 8,mathC,4,13,m,mc,C,Passport to Advanced Math,Exponents,
College Board Test 8,mathC,4,14,m,mc,D,Passport to Advanced Math,Radical/Rational Equations,
College Board Test 8,mathC,4,15,m,mc,D,Additional Topics,Area/Volume,
College Board Test 8,mathC,4,16,e,mc,B,Problem Solving/Data,Probability,
College Board Test 8,mathC,4,17,h,mc,A,Problem Solving/Data,Center/Shape of Data,
College Board Test 8,mathC,4,18,m,mc,C,Problem Solving/Data,Scatterplot,
College Board Test 8,mathC,4,19,m,mc,A,Passport to Advanced Math,Quadratic Functions/Graphs,
College Board Test 8,mathC,4,20,h,mc,B,Heart of Algebra,Build Linear Models,
College Board Test 8,mathC,4,21,m,mc,D,Heart of Algebra,Interpret Linear Coefficients,
College Board Test 8,mathC,4,22,h,mc,A,Problem Solving/Data,Percentages,
College Board Test 8,mathC,4,23,h,mc,A,Passport to Advanced Math,Exponential Functions,
College Board Test 8,mathC,4,24,m,mc,D,Problem Solving/Data,Evaluate Reports,
College Board Test 8,mathC,4,25,m,mc,A,Heart of Algebra,Build Linear Models,
College Board Test 8,mathC,4,26,m,mc,C,Problem Solving/Data,Evaluate Reports,
College Board Test 8,mathC,4,27,h,mc,B,Heart of Algebra,Linear Systems,
College Board Test 8,mathC,4,28,h,mc,D,Problem Solving/Data,Center/Shape of Data,
College Board Test 8,mathC,4,29,h,mc,B,Passport to Advanced Math,Linear vs. Exponential,
College Board Test 8,mathC,4,30,h,mc,B,Passport to Advanced Math,Function Notation,
College Board Test 8,mathC,4,31,e,num,102,Problem Solving/Data,"Ratios, Rates, Proportions, Scale",
College Board Test 8,mathC,4,32,e,num,2,Heart of Algebra,Linear Equations,
College Board Test 8,mathC,4,33,h,num,30,Heart of Algebra,Linear Systems,
College Board Test 8,mathC,4,34,m,num,25.4,Problem Solving/Data,"Ratios, Rates, Proportions, Scale",
College Board Test 8,mathC,4,35,h,arr,"2,8",Passport to Advanced Math,Nonlinear Systems,
College Board Test 8,mathC,4,36,h,num,0,Additional Topics,Trigonometry,
College Board Test 8,mathC,4,37,m,num,576,Problem Solving/Data,"Units, Unit Conversion",
College Board Test 8,mathC,4,38,h,num,0.8,Passport to Advanced Math,Exponential Functions,
College Board Test 9,reading,1,1,m,mc,D,Literature,No Line Reference,Summary
College Board Test 9,reading,1,2,m,mc,B,Literature,No Line Reference,Summary
College Board Test 9,reading,1,3,h,mc,B,Literature,No Line Reference,Comprehension
College Board Test 9,reading,1,4,h,mc,A,Literature,No Line Reference,Keyword
College Board Test 9,reading,1,5,h,mc,C,Literature,Command of Evidence,
College Board Test 9,reading,1,6,e,mc,A,Literature,No Line Reference,Keyword
College Board Test 9,reading,1,7,m,mc,C,Literature,Line Reference,Comprehension
College Board Test 9,reading,1,8,m,mc,C,Literature,Command of Evidence,
College Board Test 9,reading,1,9,e,mc,B,Literature,Line Reference,Words in Context
College Board Test 9,reading,1,10,m,mc,C,Literature,Line Reference,Words in Context
College Board Test 9,reading,1,11,m,mc,D,Social Science,No Line Reference,Summary
College Board Test 9,reading,1,12,m,mc,D,Social Science,Command of Evidence,
College Board Test 9,reading,1,13,m,mc,D,Social Science,No Line Reference,Keyword
College Board Test 9,reading,1,14,e,mc,B,Social Science,No Line Reference,Keyword
College Board Test 9,reading,1,15,e,mc,B,Social Science,Line Reference,Words in Context
College Board Test 9,reading,1,16,h,mc,C,Social Science,No Line Reference,Comprehension
College Board Test 9,reading,1,17,h,mc,A,Social Science,Command of Evidence,
College Board Test 9,reading,1,18,e,mc,A,Social Science,Line Reference,Words in Context
College Board Test 9,reading,1,19,e,mc,C,Social Science,Figure,
College Board Test 9,reading,1,20,h,mc,D,Social Science,Figure,
College Board Test 9,reading,1,21,e,mc,A,Natural Science,Line Reference,Comprehension
College Board Test 9,reading,1,22,e,mc,B,Natural Science,Line Reference,Comprehension
College Board Test 9,reading,1,23,m,mc,D,Natural Science,Command of Evidence,
College Board Test 9,reading,1,24,e,mc,A,Natural Science,Line Reference,Role/Purpose
College Board Test 9,reading,1,25,m,mc,C,Natural Science,Line Reference,Words in Context
College Board Test 9,reading,1,26,h,mc,B,Natural Science,No Line Reference,Comprehension
College Board Test 9,reading,1,27,m,mc,A,Natural Science,No Line Reference,Keyword
College Board Test 9,reading,1,28,m,mc,D,Natural Science,Command of Evidence,
College Board Test 9,reading,1,29,e,mc,D,Natural Science,Figure,
College Board Test 9,reading,1,30,e,mc,C,Natural Science,Figure,
College Board Test 9,reading,1,31,m,mc,B,Natural Science,Figure,
College Board Test 9,reading,1,32,e,mc,D,History,No Line Reference,Summary
College Board Test 9,reading,1,33,e,mc,A,History,No Line Reference,Summary
College Board Test 9,reading,1,34,h,mc,B,History,No Line Reference,Summary
College Board Test 9,reading,1,35,m,mc,B,History,Line Reference,Comprehension
College Board Test 9,reading,1,36,h,mc,A,History,No Line Reference,Comprehension
College Board Test 9,reading,1,37,h,mc,A,History,Command of Evidence,
College Board Test 9,reading,1,38,h,mc,C,History,No Line Reference,Keyword
College Board Test 9,reading,1,39,m,mc,D,History,Line Reference,Role/Purpose
College Board Test 9,reading,1,40,m,mc,C,History,Line Reference,Words in Context
College Board Test 9,reading,1,41,h,mc,A,History,No Line Reference,Comprehension
College Board Test 9,reading,1,42,h,mc,C,History,Command of Evidence,
College Board Test 9,reading,1,43,e,mc,C,Paired Passage Science,Line Reference,Purpose
College Board Test 9,reading,1,44,m,mc,D,Paired Passage Science,No Line Reference,Comprehension
College Board Test 9,reading,1,45,m,mc,A,Paired Passage Science,Command of Evidence,
College Board Test 9,reading,1,46,m,mc,D,Paired Passage Science,No Line Reference,Comprehension
College Board Test 9,reading,1,47,h,mc,C,Paired Passage Science,Line Reference,Words in Context
College Board Test 9,reading,1,48,e,mc,A,Paired Passage Science,Line Reference,Purpose
College Board Test 9,reading,1,49,e,mc,A,Paired Passage Science,Comparison,
College Board Test 9,reading,1,50,m,mc,B,Paired Passage Science,No Line Reference,Summary
College Board Test 9,reading,1,51,h,mc,C,Paired Passage Science,No Line Reference,Keyword
College Board Test 9,reading,1,52,h,mc,D,Paired Passage Science,Command of Evidence,
College Board Test 9,writing,2,1,e,mc,B,Standard English Conventions,Redundancy,
College Board Test 9,writing,2,2,e,mc,B,Expression of Ideas,Logical Sequence,
College Board Test 9,writing,2,3,h,mc,A,Standard English Conventions,Transition,
College Board Test 9,writing,2,4,e,mc,C,Standard English Conventions,Pronoun Agreement,
College Board Test 9,writing,2,5,e,mc,D,Standard English Conventions,Punctuation,List
College Board Test 9,writing,2,6,m,mc,C,Standard English Conventions,Punctuation,Nonessential Clause
College Board Test 9,writing,2,7,m,mc,D,Expression of Ideas,Focus,Text Content
College Board Test 9,writing,2,8,e,mc,A,Standard English Conventions,Punctuation,Sentence Combination
College Board Test 9,writing,2,9,h,mc,D,Standard English Conventions,Faulty Comparison,
College Board Test 9,writing,2,10,e,mc,C,Standard English Conventions,Possessive,
College Board Test 9,writing,2,11,m,mc,A,Expression of Ideas,Focus,Adding/Deleting Sentences
College Board Test 9,writing,2,12,e,mc,C,Standard English Conventions,Clause,
College Board Test 9,writing,2,13,m,mc,B,Standard English Conventions,Sentence Structure,
College Board Test 9,writing,2,14,h,mc,B,Standard English Conventions,Punctuation,Colon/Semicolon
College Board Test 9,writing,2,15,m,mc,D,Expression of Ideas,Specificity,
College Board Test 9,writing,2,16,m,mc,A,Expression of Ideas,Focus,Text Content
College Board Test 9,writing,2,17,h,mc,C,Standard English Conventions,Sentence Structure,
College Board Test 9,writing,2,18,e,mc,D,Expression of Ideas,Focus,Tone
College Board Test 9,writing,2,19,e,mc,C,Expression of Ideas,Figure,
College Board Test 9,writing,2,20,m,mc,C,Expression of Ideas,Figure,
College Board Test 9,writing,2,21,m,mc,B,Standard English Conventions,Verb Agreement,
College Board Test 9,writing,2,22,m,mc,D,Expression of Ideas,Focus,Text Content
College Board Test 9,writing,2,23,e,mc,B,Standard English Conventions,Pronoun Agreement,
College Board Test 9,writing,2,24,m,mc,B,Expression of Ideas,Logical Sequence,
College Board Test 9,writing,2,25,m,mc,B,Expression of Ideas,Focus,Adding/Deleting Sentences
College Board Test 9,writing,2,26,e,mc,D,Standard English Conventions,Pronoun Agreement,
College Board Test 9,writing,2,27,m,mc,A,Standard English Conventions,Transition,
College Board Test 9,writing,2,28,h,mc,D,Expression of Ideas,Specific Questions,
College Board Test 9,writing,2,29,m,mc,B,Standard English Conventions,Transition,
College Board Test 9,writing,2,30,e,mc,D,Standard English Conventions,Punctuation,General Punctuation
College Board Test 9,writing,2,31,e,mc,A,Standard English Conventions,Verb Agreement,
College Board Test 9,writing,2,32,e,mc,D,Standard English Conventions,Redundancy,
College Board Test 9,writing,2,33,h,mc,A,Expression of Ideas,Specific Questions,
College Board Test 9,writing,2,34,m,mc,A,Expression of Ideas,Focus,Adding/Deleting Sentences
College Board Test 9,writing,2,35,m,mc,C,Standard English Conventions,Verb Agreement,
College Board Test 9,writing,2,36,e,mc,D,Standard English Conventions,Redundancy,
College Board Test 9,writing,2,37,m,mc,B,Standard English Conventions,Transition,
College Board Test 9,writing,2,38,e,mc,D,Standard English Conventions,Punctuation,General Punctuation
College Board Test 9,writing,2,39,m,mc,C,Standard English Conventions,Redundancy,
College Board Test 9,writing,2,40,m,mc,C,Standard English Conventions,Sentence Structure,
College Board Test 9,writing,2,41,m,mc,C,Expression of Ideas,Focus,Text Content
College Board Test 9,writing,2,42,e,mc,A,Expression of Ideas,Focus,Tone
College Board Test 9,writing,2,43,h,mc,D,Expression of Ideas,Specificity,
College Board Test 9,writing,2,44,m,mc,C,Expression of Ideas,Focus,Text Content
College Board Test 9,mathNC,3,1,e,mc,B,Heart of Algebra,Linear Systems,
College Board Test 9,mathNC,3,2,e,mc,A,Passport to Advanced Math,Polynomial Operations,
College Board Test 9,mathNC,3,3,e,mc,D,Heart of Algebra,Linear Functions,
College Board Test 9,mathNC,3,4,e,mc,A,Heart of Algebra,Build Linear Models,
College Board Test 9,mathNC,3,5,e,mc,C,Heart of Algebra,Interpret Linear Coefficients,
College Board Test 9,mathNC,3,6,m,mc,B,Additional Topics,"Arc Lengths, Sectors, Chord Lengths",
College Board Test 9,mathNC,3,7,e,mc,D,Passport to Advanced Math,Radical/Rational Equations,
College Board Test 9,mathNC,3,8,m,mc,C,Heart of Algebra,Linear Equations,
College Board Test 9,mathNC,3,9,m,mc,B,Passport to Advanced Math,Nonlinear Systems,
College Board Test 9,mathNC,3,10,m,mc,C,Passport to Advanced Math,Polynomial Operations,
College Board Test 9,mathNC,3,11,h,mc,B,Passport to Advanced Math,Radical/Rational Equations,
College Board Test 9,mathNC,3,12,m,mc,D,Passport to Advanced Math,Radical/Rational Equations,
College Board Test 9,mathNC,3,13,h,mc,A,Passport to Advanced Math,Quadratic Functions/Graphs,
College Board Test 9,mathNC,3,14,h,mc,B,Heart of Algebra,System of Linear Inequalities,
College Board Test 9,mathNC,3,15,h,mc,B,Passport to Advanced Math,Radical/Rational Equations,
College Board Test 9,mathNC,3,16,e,num,360,Additional Topics,Area/Volume,
College Board Test 9,mathNC,3,17,e,num,2,Heart of Algebra,Linear Equations,
College Board Test 9,mathNC,3,18,m,num,8,Passport to Advanced Math,Function Notation,
College Board Test 9,mathNC,3,19,h,num,0.75,Additional Topics,Trigonometry,
College Board Test 9,mathNC,3,20,h,num,2.5,Heart of Algebra,Linear Functions,
College Board Test 9,mathC,4,1,e,mc,B,Heart of Algebra,Linear Equations,
College Board Test 9,mathC,4,2,e,mc,D,Problem Solving/Data,"Units, Unit Conversion",
College Board Test 9,mathC,4,3,e,mc,B,Heart of Algebra,Linear Equations,
College Board Test 9,mathC,4,4,m,mc,A,Passport to Advanced Math,Radical/Rational Equations,
College Board Test 9,mathC,4,5,e,mc,D,Problem Solving/Data,Investigate Key Features of Nonlinear Graph,
College Board Test 9,mathC,4,6,e,mc,A,Problem Solving/Data,Investigate Key Features of Nonlinear Graph,
College Board Test 9,mathC,4,7,e,mc,C,Additional Topics,Angle Properties,
College Board Test 9,mathC,4,8,e,mc,A,Heart of Algebra,Investigate Key Features of Linear Graph,
College Board Test 9,mathC,4,9,e,mc,D,Problem Solving/Data,Probability,
College Board Test 9,mathC,4,10,e,mc,D,Problem Solving/Data,"Ratios, Rates, Proportions, Scale",
College Board Test 9,mathC,4,11,e,mc,A,Problem Solving/Data,"Ratios, Rates, Proportions, Scale",
College Board Test 9,mathC,4,12,e,mc,D,Problem Solving/Data,"Units, Unit Conversion",
College Board Test 9,mathC,4,13,m,mc,C,Heart of Algebra,System of Linear Inequalities,
College Board Test 9,mathC,4,14,m,mc,B,Heart of Algebra,Build Linear Models,
College Board Test 9,mathC,4,15,e,mc,D,Heart of Algebra,Representations of Linear Functions,
College Board Test 9,mathC,4,16,m,mc,B,Passport to Advanced Math,Polynomial Operations,
College Board Test 9,mathC,4,17,m,mc,C,Problem Solving/Data,Linear vs. Exponential,
College Board Test 9,mathC,4,18,m,mc,B,Heart of Algebra,Build Linear Models,
College Board Test 9,mathC,4,19,m,mc,B,Heart of Algebra,Linear Systems,
College Board Test 9,mathC,4,20,m,mc,A,Heart of Algebra,Representations of Linear Functions,
College Board Test 9,mathC,4,21,m,mc,D,Passport to Advanced Math,Exponential Functions,
College Board Test 9,mathC,4,22,m,mc,B,Problem Solving/Data,Center/Shape of Data,
College Board Test 9,mathC,4,23,m,mc,B,Problem Solving/Data,Sample vs. Population,
College Board Test 9,mathC,4,24,h,mc,C,Passport to Advanced Math,Function Notation,
College Board Test 9,mathC,4,25,h,mc,C,Additional Topics,Trigonometry,
College Board Test 9,mathC,4,26,h,mc,D,Passport to Advanced Math,Quadratic Functions/Graphs,
College Board Test 9,mathC,4,27,h,mc,A,Passport to Advanced Math,"Zeros, Factors of Polynomials",
College Board Test 9,mathC,4,28,h,mc,C,Passport to Advanced Math,Interpret Nonlinear Coefficients,
College Board Test 9,mathC,4,29,m,mc,A,Heart of Algebra,Interpret Linear Coefficients,
College Board Test 9,mathC,4,30,h,mc,D,Heart of Algebra,Build Linear Models,
College Board Test 9,mathC,4,31,m,num,6,Additional Topics,Circles in Coordinate Plane,
College Board Test 9,mathC,4,32,m,num,2,Heart of Algebra,Linear Functions,
College Board Test 9,mathC,4,33,m,num,8,Problem Solving/Data,Probability,
College Board Test 9,mathC,4,34,e,num,9,Problem Solving/Data,Center/Shape of Data,
College Board Test 9,mathC,4,35,m,num,15,Problem Solving/Data,Percentages,
College Board Test 9,mathC,4,36,h,num,1.5,Heart of Algebra,Linear Systems,
College Board Test 9,mathC,4,37,m,num,1.3,Problem Solving/Data,Center/Shape of Data,
College Board Test 9,mathC,4,38,h,num,3,Problem Solving/Data,Percentages,
